review,rating,tanggal,sentimen,review_clean,text_final
shoppe adain pengiriman jnt dong klo hemat expres suka ilang paket ku dan suka di retur kurir hemat ga pernh nyampe rumah dan kurir nya galak2,1,2026-04-13 01:57:41,Negatif,shoppe adain pengiriman jnt dong klo hemat expres suka ilang paket ku dan suka di retur kurir hemat ga pernh nyampe rumah dan kurir nya galak,shoppe adain kirim jnt dong klo hemat expres suka ilang paket ku suka retur kurir hemat pernh nyampe rumah kurir nya galak
sangat puas,5,2026-04-13 01:57:20,Positif,sangat puas,puas
harga lbh murah dari offline store cuma klo bs biaya adminnya jgn mahal2 donk,5,2026-04-13 01:55:11,Positif,harga lbh murah dari offline store cuma klo bs biaya adminnya jgn mahal donk,harga murah offline cuma klo biaya adminnya jgn mahal donk
ini baru bikin semangat belanja ku di shopyy,5,2026-04-13 01:54:35,Positif,ini baru bikin semangat belanja ku di shopyy,baru bikin semangat belanja ku shopyy
cuka banget pokoknya mah,5,2026-04-13 01:54:07,Positif,cuka banget pokoknya mah,cuka pokok mah
sangat bagus dan mudah,5,2026-04-13 01:53:26,Positif,sangat bagus dan mudah,bagus mudah
"pada saat lacak pengiriman kok peta nya gak sesuai dengan laporan pengiriman, yg dilaporan bilang kurir sedang menuju alamatmu tp di peta nya paket masih djakarta..🤦‍♂️",3,2026-04-13 01:51:16,Netral,pada saat lacak pengiriman kok peta nya gak sesuai dengan laporan pengiriman yg dilaporan bilang kurir sedang menuju alamatmu tp di peta nya paket masih djakarta,lacak kirim kok peta nya sesuai lapor kirim lapor bilang kurir sedang tuju alamat tapi peta nya paket djakarta
terbantu dengan shopee yang bisa bayar bulanan,5,2026-04-13 01:50:05,Positif,terbantu dengan shopee yang bisa bayar bulanan,bantu bayar bulan
selalu membantu ketika lapar dan butuh barang,5,2026-04-13 01:49:26,Positif,selalu membantu ketika lapar dan butuh barang,bantu lapar butuh barang
sangat memuaskan,5,2026-04-13 01:48:27,Positif,sangat memuaskan,muas
shopee emang debes bagus mantap,5,2026-04-13 01:48:22,Positif,shopee emang debes bagus mantap,memang debes bagus bagus
shopee bagus.cuma barang y ditawarkan sering mengecewakan / gak sesuai dg y dipromosikan oleh penjual,5,2026-04-13 01:42:29,Positif,shopee bagus cuma barang y ditawarkan sering mengecewakan gak sesuai dg y dipromosikan oleh penjual,bagus cuma barang tawar sering kecewa sesuai promosi jual
untuk metode pembayaran sangat mudah,5,2026-04-13 01:37:02,Positif,untuk metode pembayaran sangat mudah,metode bayar mudah
kereen,5,2026-04-13 01:36:46,Positif,kereen,kereen
Sangat membantu,5,2026-04-13 01:36:39,Positif,sangat membantu,bantu
Oke,5,2026-04-13 01:34:38,Positif,oke,oke
"lama banget pengiriman nya paket ku hampir 1 bulan nggk nyampe""😡mohon lebih diperhatikn lagi untuk pengiriman nya 🙏",2,2026-04-13 01:30:44,Negatif,lama banget pengiriman nya paket ku hampir bulan nggk nyampe mohon lebih diperhatikn lagi untuk pengiriman nya,lama kirim nya paket ku hampir bulan nggk nyampe mohon diperhatikn kirim nya
mantap dan amanah,5,2026-04-13 01:25:15,Positif,mantap dan amanah,bagus amanah
good,5,2026-04-13 01:24:57,Positif,good,good
mudah di gunakan ..,5,2026-04-13 01:23:54,Positif,mudah di gunakan,mudah guna
"Jeleknya aplikasi Shopee yaitu, setiap kita buka aplikasi langsung diarahkan lihat ""LIVE"". Padahal saya buka Shopee mau cari barang, tidak mau lihat live.",1,2026-04-13 01:23:47,Negatif,jeleknya aplikasi shopee yaitu setiap kita buka aplikasi langsung diarahkan lihat live padahal saya buka shopee mau cari barang tidak mau lihat live,jelek yaitu tiap buka langsung arah lihat live padahal buka ingin cari barang ingin lihat live
masih juaraa,5,2026-04-13 01:22:43,Positif,masih juaraa,juaraa
sangat Bagus,5,2026-04-13 01:16:01,Positif,sangat bagus,bagus
Banyak discontnya,4,2026-04-13 01:15:49,Positif,banyak discontnya,banyak discontnya
mantap,5,2026-04-13 01:15:12,Positif,mantap,bagus
membantu,4,2026-04-13 01:14:57,Positif,membantu,bantu
top,5,2026-04-13 01:14:25,Positif,top,top
mudah dan praktis banget.. sya cukup puas..o,5,2026-04-13 01:12:48,Positif,mudah dan praktis banget sya cukup puas o,mudah praktis sya cukup puas
Shopee ini sangat baikk,5,2026-04-13 01:11:15,Positif,shopee ini sangat baikk,baikk
"selalu menjadi andalan, Terima kasih shopee",5,2026-04-13 01:10:33,Positif,selalu menjadi andalan terima kasih shopee,andal terima kasih
bagus bisa buat belanja lebih mudah,4,2026-04-13 01:10:05,Positif,bagus bisa buat belanja lebih mudah,bagus belanja mudah
bagus sangat mudah berbelanja ketika menggunakan aplikasi ini,5,2026-04-13 01:08:04,Positif,bagus sangat mudah berbelanja ketika menggunakan aplikasi ini,bagus mudah belanja guna
pengalaman adalah ilmu buat aku,5,2026-04-13 01:05:02,Positif,pengalaman adalah ilmu buat aku,alam ilmu aku
"masa uang saya gak dikembalikan,barang gak dapet uangnya gak di kembalikan",1,2026-04-13 01:04:29,Negatif,masa uang saya gak dikembalikan barang gak dapet uangnya gak di kembalikan,masa uang kembali barang dapet uang kembali
saya suka dengan apk Shopee karena bisa memudahkandan membantu saya dalam berbelanja tanpa harus keluar rumah untuk mencari barang yang di butuhkan.trimakasih 🙏,4,2026-04-13 01:02:04,Positif,saya suka dengan apk shopee karena bisa memudahkandan membantu saya dalam berbelanja tanpa harus keluar rumah untuk mencari barang yang di butuhkan trimakasih,suka apk memudahkandan bantu belanja tanpa keluar rumah cari barang butuh trimakasih
ok,5,2026-04-13 00:56:42,Positif,ok,ok
shopee skrg bener² bad apa² dijawab sama ai yg jawabannya annoying bgt lalu sudah membuat laporan ke shope sudah lebih dari 2 minggu tidak ada progres sama skli cuma disuru bersabar bersabar jelek bgt,1,2026-04-13 00:55:58,Negatif,shopee skrg bener bad apa dijawab sama ai yg jawabannya annoying bgt lalu sudah membuat laporan ke shope sudah lebih dari minggu tidak ada progres sama skli cuma disuru bersabar bersabar jelek bgt,skrg benar bad jawab ai jawab annoying banget lalu buat lapor shope minggu progres skli cuma disuru sabar sabar buruk banget
"parahhh bener shoppe,bener bener kecewa aslii,masa iya saldo gw di potong buat pembayaran shoppe vip,padahal kaga pernah langganan shoppe vip,tiba tiba bener kepotong saldo gw,hadehhh",1,2026-04-13 00:55:37,Negatif,parahhh bener shoppe bener bener kecewa aslii masa iya saldo gw di potong buat pembayaran shoppe vip padahal kaga pernah langganan shoppe vip tiba tiba bener kepotong saldo gw hadehhh,parahhh benar shoppe benar benar kecewa asli masa iya saldo potong bayar shoppe vip padahal kaga langgan shoppe vip tiba tiba benar potong saldo hadehhh
shopee oke,5,2026-04-13 00:53:49,Positif,shopee oke,oke
sangat membantu,5,2026-04-13 00:51:40,Positif,sangat membantu,bantu
"saat awal buka aplikasi langsung diarahkan ke video, jadi lama bukanya kadang lag",4,2026-04-13 00:50:52,Positif,saat awal buka aplikasi langsung diarahkan ke video jadi lama bukanya kadang lag,awal buka langsung arah video jadi lama buka kadang lag
biar bintang yang menjawab,5,2026-04-13 00:48:33,Positif,biar bintang yang menjawab,biar bintang jawab
knpa saya mebyar pay later. kok nominal nya bnyak bnget. cmn brng 1 yang saya ambil kok bnyak yang di bayar,5,2026-04-13 00:42:32,Positif,knpa saya mebyar pay later kok nominal nya bnyak bnget cmn brng yang saya ambil kok bnyak yang di bayar,knpa mebyar pay later kok nominal nya bnyak bnget cmn brng ambil kok bnyak bayar
Shopee aplikasi terbaik untuk memenuhi kebutuhan konsumen,5,2026-04-13 00:40:54,Positif,shopee aplikasi terbaik untuk memenuhi kebutuhan konsumen,baik penuh butuh konsumen
shopee sangat bagus,5,2026-04-13 00:39:08,Positif,shopee sangat bagus,bagus
Mantap,5,2026-04-13 00:37:49,Positif,mantap,bagus
aku ngga suka iklan yg sering ganggu orang LG lihat aplikasi lain..,3,2026-04-13 00:37:47,Netral,aku ngga suka iklan yg sering ganggu orang lg lihat aplikasi lain,aku suka iklan sering ganggu orang lihat lain
"Terimakasih shopee,",5,2026-04-13 00:36:34,Positif,terimakasih shopee,terimakasih
bagus,5,2026-04-13 00:34:32,Positif,bagus,bagus
"Nyaman aja sih pakai Shopee, tapi lama-lama agak jengkel juga kalau tiap buka aplikasi lain selalu muncul iklan Shopee.",2,2026-04-13 00:33:12,Negatif,nyaman aja sih pakai shopee tapi lama lama agak jengkel juga kalau tiap buka aplikasi lain selalu muncul iklan shopee,nyaman sih pakai lama lama agak jengkel tiap buka lain muncul iklan
mempermudah pemesanan,5,2026-04-13 00:32:30,Positif,mempermudah pemesanan,mudah mesan
kok kurirnya ga ramah banget,1,2026-04-13 00:31:04,Negatif,kok kurirnya ga ramah banget,kok kurir ramah
Aku suka banget belanja di shopee banyak banget barang2 bagus disini. Pokoknya the best,5,2026-04-13 00:30:38,Positif,aku suka banget belanja di shopee banyak banget barang bagus disini pokoknya the best,aku suka belanja banyak barang bagus sini pokok the best
CS shopee susah dihubungi selalu dikasih AI. sibuk terus.. konyol.,2,2026-04-13 00:29:08,Negatif,cs shopee susah dihubungi selalu dikasih ai sibuk terus konyol,cs susah hubung kasih ai sibuk terus konyol
"stop geer deh, iklan mulu lagi enak' baca novel tb' masuk shopee gua lagi kga pengen beli woi, kga pencet shopee tb' masuk sendiri apaan coba, ganggu woi!!!! di diemin makin menjadi', di perbaiki lagi dong!!!!!! GAJEEEE",1,2026-04-13 00:25:47,Negatif,stop geer deh iklan mulu lagi enak baca novel tb masuk shopee gua lagi kga pengen beli woi kga pencet shopee tb masuk sendiri apaan coba ganggu woi di diemin makin menjadi di perbaiki lagi dong gajeeee,stop geer deh iklan mulu enak baca novel tb masuk gua kga ken beli woi kga pencet tb masuk sendiri apa coba ganggu woi diemin makin baik dong gajeeee
sangat bagus,5,2026-04-13 00:23:28,Positif,sangat bagus,bagus
puas belanja di shoppe karena harganya sangat terjangkau,5,2026-04-13 00:22:19,Positif,puas belanja di shoppe karena harganya sangat terjangkau,puas belanja shoppe harga jangkau
sopi sangat membantu masarakat,5,2026-04-13 00:21:02,Positif,sopi sangat membantu masarakat,sopi bantu masarakat
tolong beri fitur hapus riwayat pesanan,4,2026-04-13 00:20:05,Positif,tolong beri fitur hapus riwayat pesanan,tolong beri fitur hapus riwayat pesan
cukup baik,4,2026-04-13 00:15:58,Positif,cukup baik,cukup baik
mantap,5,2026-04-13 00:11:44,Positif,mantap,bagus
sangat bagus,5,2026-04-13 00:09:53,Positif,sangat bagus,bagus
sangat suka khasnya fitur bisa pembatalan langsung oleh pembeli saat awal memesan,5,2026-04-13 00:08:16,Positif,sangat suka khasnya fitur bisa pembatalan langsung oleh pembeli saat awal memesan,suka khas fitur batal langsung beli awal mes
spx tai promo tai,1,2026-04-13 00:06:49,Negatif,spx tai promo tai,spx tai promo tai
"MANATAB AKU SERING DAPAT HARGA MURAH DAN SANGAT MURAH, BANYAK JUGA VOCHER NAY",5,2026-04-13 00:06:25,Positif,manatab aku sering dapat harga murah dan sangat murah banyak juga vocher nay,manatab aku sering harga murah murah banyak vocher nay
eh ktl gw lgi nonton dracin bgst np susah di skip si iklan ny ajc mmw jmbuy asuy,1,2026-04-13 00:06:03,Negatif,eh ktl gw lgi nonton dracin bgst np susah di skip si iklan ny ajc mmw jmbuy asuy,eh ktl lgi nonton dracin bgst np susah skip si iklan ny ajc mmw jmbuy asuy
"SANGAT BERSYUKUR SAMA Allah Swt🤗 Alhamdulillah hp sudah upgrade jadi performa shopee mantap . Allahumma Baarik aku jadi Platinum member shopee. banyak diskon dan voucher, TERUS MUDAH UTK RETUR DAN PENGEMBALIAN DANA JIKA BARANG TIDAK SESUAI ATAU RUSAK ❤️",5,2026-04-13 00:05:48,Positif,sangat bersyukur sama allah swt alhamdulillah hp sudah upgrade jadi performa shopee mantap allahumma baarik aku jadi platinum member shopee banyak diskon dan voucher terus mudah utk retur dan pengembalian dana jika barang tidak sesuai atau rusak,syukur allah swt alhamdulillah hp upgrade jadi performa bagus allahumma baarik aku jadi platinum member banyak diskon voucher terus mudah retur kembali dana barang sesuai rusak
iklannya maksa kali,1,2026-04-13 00:05:15,Negatif,iklannya maksa kali,iklan maksa kali
Buat Belanja Online Recommended... PROMO diskon Harga Di Perbesar lagi Diskon nya. Juga PROMO Ongkir.,5,2026-04-13 00:04:20,Positif,buat belanja online recommended promo diskon harga di perbesar lagi diskon nya juga promo ongkir,belanja online recommended promo diskon harga besar diskon nya promo ongkir
"untuk shopee pengiriman barang sangat lambat sekali karena saya pesan dari bulan kemarin barang saya masih belum sampai2 juga, tolong di perbaiki saya nunggu lama sekali. kalau masih begini aja saya mungkin pesan di platfrom lain yg lebih cepat.",5,2026-04-13 00:04:01,Positif,untuk shopee pengiriman barang sangat lambat sekali karena saya pesan dari bulan kemarin barang saya masih belum sampai juga tolong di perbaiki saya nunggu lama sekali kalau masih begini aja saya mungkin pesan di platfrom lain yg lebih cepat,kirim barang lambat pesan bulan kemarin barang sampai tolong baik nunggu lama begini mungkin pesan platfrom lain cepat
aplikasi ini memang bagus,5,2026-04-12 23:58:17,Positif,aplikasi ini memang bagus,memang bagus
kalau bisa kang paketnya jangan jam 11 malam nganter paket walaupun TDK cod tapi teriak paket kalau Uda malam terasa menyeramkan😬,5,2026-04-12 23:44:06,Positif,kalau bisa kang paketnya jangan jam malam nganter paket walaupun tdk cod tapi teriak paket kalau uda malam terasa menyeramkan,kang paket jangan jam malam nganter paket walaupun cod teriak paket uda malam asa seram
saya suka belanja di shopee nggak ribet dan banyak pilihan nya,5,2026-04-12 23:40:20,Positif,saya suka belanja di shopee nggak ribet dan banyak pilihan nya,suka belanja rumit banyak pilih nya
semua ada di shopee,5,2026-04-12 23:38:50,Positif,semua ada di shopee,semua
responnya cepat harga ekonomis,5,2026-04-12 23:34:59,Positif,responnya cepat harga ekonomis,responnya cepat harga ekonomis
Sangat memuaskan belanja di Shopee,5,2026-04-12 23:34:20,Positif,sangat memuaskan belanja di shopee,muas belanja
bagus dan lancar,4,2026-04-12 23:33:30,Positif,bagus dan lancar,bagus lancar
sangat senang,5,2026-04-12 23:31:57,Positif,sangat senang,senang
Aplikasia bagus banget,5,2026-04-12 23:31:12,Positif,aplikasia bagus banget,aplikasia bagus
aplikasi belanja sangat membantu,5,2026-04-12 23:30:38,Positif,aplikasi belanja sangat membantu,belanja bantu
biar bintang saja yang berbicara,5,2026-04-12 23:30:34,Positif,biar bintang saja yang berbicara,biar bintang bicara
bagus,5,2026-04-12 23:21:47,Positif,bagus,bagus
saya bersukur punya aplikasi seperti ini sangat membantu terimakasih shopee,5,2026-04-12 23:19:20,Positif,saya bersukur punya aplikasi seperti ini sangat membantu terimakasih shopee,bersukur punya seperti bantu terimakasih
bagus aplikasi nya suka ada promo dan potongan harga,5,2026-04-12 23:19:17,Positif,bagus aplikasi nya suka ada promo dan potongan harga,bagus nya suka promo potong harga
sangat baik,5,2026-04-12 23:17:20,Positif,sangat baik,baik
aplikasi lom dicoba dikasih 4 bintang dulu,4,2026-04-12 23:17:19,Positif,aplikasi lom dicoba dikasih bintang dulu,lom coba kasih bintang dulu
mantap tapi sayang pengguna lama voucher nya gitu² aja,5,2026-04-12 23:05:09,Positif,mantap tapi sayang pengguna lama voucher nya gitu aja,bagus sayang guna lama voucher nya gitu
sangat puas belanja di shopee..,5,2026-04-12 23:04:57,Positif,sangat puas belanja di shopee,puas belanja
jadi langganan kalau sedang membutuhkan barang2 keperluan. dan tolong min diskon dan gratis ongkirnya diperbanyak lagi ya setiap harinya. agak susah kalau harus belinya satu2 😅 pokoknya pertahanin ya bintangnya agar kami pembeli tambah semangat lagi belanja 😅😅,5,2026-04-12 23:03:27,Positif,jadi langganan kalau sedang membutuhkan barang keperluan dan tolong min diskon dan gratis ongkirnya diperbanyak lagi ya setiap harinya agak susah kalau harus belinya satu pokoknya pertahanin ya bintangnya agar kami pembeli tambah semangat lagi belanja,jadi langgan sedang butuh barang perlu tolong min diskon gratis ongkirnya banyak ya tiap hari agak susah beli pokok pertahanin ya bintang beli tambah semangat belanja
"Tiap pesan barang selalu stuck ditempat padahal barang itu pingin buru buru dipakai, jadi sekarang kalau barang yang sangat diperlukan gak pesan di shopee lagi krn pasti gak akan sampai ketika waktu diperlukan.. kecewa sama aplikasinya..",3,2026-04-12 23:02:50,Netral,tiap pesan barang selalu stuck ditempat padahal barang itu pingin buru buru dipakai jadi sekarang kalau barang yang sangat diperlukan gak pesan di shopee lagi krn pasti gak akan sampai ketika waktu diperlukan kecewa sama aplikasinya,tiap pesan barang stuck tempat padahal barang pingin buru buru pakai jadi sekarang barang perlu pesan pasti sampai waktu perlu kecewa aplikasi
pengiriman barang..bagus kurir2 nya.keren..amanah..sopan pokok nya.good..aja,5,2026-04-12 23:02:38,Positif,pengiriman barang bagus kurir nya keren amanah sopan pokok nya good aja,kirim barang bagus kurir nya bagus amanah sopan pokok nya good
