review_asli,review_clean,review_normalized,rating,label,tanggal
kurir nya di jogja sekarang parah2 banyak yang malas kerja barang di sortiran di lempar2 parah bener shopee,kurir nya di jogja sekarang parah banyak yang malas kerja barang di sortiran di lempar parah bener shopee,kurir nya di jogja sekarang buruk sekali banyak yang malas kerja barang di sortiran di lempar buruk sekali bener shopee,1,Negatif,2026-04-12 22:42:38
ko merek klik pesan nya BHS inggris,ko merek klik pesan nya bhs inggris,ko merek klik pesan nya bhs inggris,5,Positif,2026-04-12 22:42:26
"Aplikasi yg jahat untuk driver sendiri, buruk juga pelayanan",aplikasi yg jahat untuk driver sendiri buruk juga pelayanan,aplikasi yg jahat untuk driver sendiri buruk juga pelayanan,1,Negatif,2026-04-12 22:41:22
"mantap,mudah dan di dapat dan harga terjangkau",mantap mudah dan di dapat dan harga terjangkau,bagus/memuaskan mudah dan di dapat dan harga terjangkau,4,Positif,2026-04-12 22:36:32
cukup bintang yg berbicara,cukup bintang yg berbicara,cukup bintang yg berbicara,5,Positif,2026-04-12 22:34:08
shopee mmg yes bngt,shopee mmg yes bngt,shopee memang yes banget,5,Positif,2026-04-12 22:21:13
saldo saya hangus karna pembayaran apk yang tidak saya comfirmasi,saldo saya hangus karna pembayaran apk yang tidak saya comfirmasi,saldo saya hangus karena pembayaran apk yang tidak saya comfirmasi,1,Negatif,2026-04-12 22:17:00
"Biaya layanan nambah mulu. Kasihan pembeli apalagi pedagang :( TOLONG KASIH PILIHAN ""HAPUS/ GANTI PRODUK"" PADA SHOPEE VIDEO AFFILIATE. Sebel kalau banyak yang checkout tapi produknya sudah tidak punya komisi.",biaya layanan nambah mulu kasihan pembeli apalagi pedagang tolong kasih pilihan hapus ganti produk pada shopee video affiliate sebel kalau banyak yang checkout tapi produknya sudah tidak punya komisi,biaya layanan nambah mulu kasihan pembeli apalagi pedagang tolong kasih pilihan hapus ganti produk pada shopee video affiliate kesal kalau banyak yang proses pembelian tapi produknya sudah tidak punya komisi,3,Netral,2026-04-12 22:13:33
sekarang shopee parah bgt wkwk,sekarang shopee parah bgt wkwk,sekarang shopee buruk sekali banget wkwk,1,Negatif,2026-04-12 22:08:50
bagus sekali,bagus sekali,bagus sekali,5,Positif,2026-04-12 21:51:10
terimakasih shopee 🤗,terimakasih shopee,terimakasih shopee,5,Positif,2026-04-12 21:49:46
untuk pelayanan selama ini saya merasa puas,untuk pelayanan selama ini saya merasa puas,untuk pelayanan selama ini saya merasa puas,5,Positif,2026-04-12 21:46:37
baik skli,baik skli,baik skli,5,Positif,2026-04-12 21:44:05
shopee sangat membantu dan bermanfaan sekali sukses trus shopee,shopee sangat membantu dan bermanfaan sekali sukses trus shopee,shopee sangat membantu dan bermanfaan sekali sukses trus shopee,5,Positif,2026-04-12 21:44:05
"belanja dsini paling top lah, easy play, semuanya ada lengkap murah. kualitas no 1",belanja dsini paling top lah easy play semuanya ada lengkap murah kualitas no,belanja dsini paling top lah easy play semuanya ada lengkap murah kualitas no,5,Positif,2026-04-12 21:42:02
shopy sekarang agak lama di pengiriman biasa paling telat 4 hari lah ini bisa 7/8 hari mana klau di cek barang masih di sotir seller nya niat jualan gk si dalam pengemasan bisa 2/3 hari,shopy sekarang agak lama di pengiriman biasa paling telat hari lah ini bisa hari mana klau di cek barang masih di sotir seller nya niat jualan gk si dalam pengemasan bisa hari,shopy sekarang agak lama di pengiriman biasa paling telat hari lah ini bisa hari mana klau di cek barang masih di sotir penjual nya niat jualan tidak si dalam pengemasan bisa hari,5,Positif,2026-04-12 21:38:53
bagus,bagus,bagus,1,Negatif,2026-04-12 21:37:36
seperti dinegri dongeng pakai lampu lentera kecil ditaman depan rumah,seperti dinegri dongeng pakai lampu lentera kecil ditaman depan rumah,seperti dinegri dongeng pakai lampu lentera kecil ditaman depan rumah,5,Positif,2026-04-12 21:34:12
"pengembalian barang susah, padahal sudah sangat jelas di video unboxing barang pecah. estimasi 3 hari selesai, ini sudah 5 hari masing menggantung. status masih dalam pengecekan. pengecekan apaan sampe 5 hari. apa gak cukup jelas dengan video unboxing??",pengembalian barang susah padahal sudah sangat jelas di video unboxing barang pecah estimasi hari selesai ini sudah hari masing menggantung status masih dalam pengecekan pengecekan apaan sampe hari apa gak cukup jelas dengan video unboxing,pengembalian barang susah padahal sudah sangat jelas di video unboxing barang pecah estimasi hari selesai ini sudah hari masing menggantung status masih dalam pengecekan pengecekan apaan sampe hari apa tidak cukup jelas dengan video unboxing,1,Negatif,2026-04-12 21:33:00
aplikasi yg sangat buruk,aplikasi yg sangat buruk,aplikasi yg sangat buruk,1,Negatif,2026-04-12 21:19:38
"ok shope bgus, ada kalanya barang kecil tpi ga bisa masuk ke pelosok desa, ttp aku label bintang 5",ok shope bgus ada kalanya barang kecil tpi ga bisa masuk ke pelosok desa ttp aku label bintang,ok shope bgus ada kalanya barang kecil tapi tidak bisa masuk ke pelosok desa ttp aku label bintang,5,Positif,2026-04-12 21:16:18
sangat puas dengan aplikasi shoope 😘,sangat puas dengan aplikasi shoope,sangat puas dengan aplikasi shoope,5,Positif,2026-04-12 21:14:28
terlalu banyak sponsor,terlalu banyak sponsor,terlalu banyak sponsor,1,Negatif,2026-04-12 21:13:31
baik,baik,baik,3,Netral,2026-04-12 21:11:11
"sejak mengenal shopee belanja k gak ribet lagi, habis itu bisa di cicil, ga ada uang bisa pinjam waaah KEREEN, semoga shopee tetap jaya",sejak mengenal shopee belanja k gak ribet lagi habis itu bisa di cicil ga ada uang bisa pinjam waaah kereen semoga shopee tetap jaya,sejak mengenal shopee belanja k tidak rumit/tidak praktis lagi habis itu bisa di cicil tidak ada uang bisa pinjam waaah kereen semoga shopee tetap jaya,5,Positif,2026-04-12 21:08:02
"Semakin Parah, banyak toko Penipu",semakin parah banyak toko penipu,semakin buruk sekali banyak toko penipu,2,Negatif,2026-04-12 21:00:40
aplikasi shopee semakin lama semakin berat,aplikasi shopee semakin lama semakin berat,aplikasi shopee semakin lama semakin berat,3,Netral,2026-04-12 20:59:03
pelayanannya sangat baik dan ramah..trmksh,pelayanannya sangat baik dan ramah trmksh,pelayanannya sangat baik dan ramah trmksh,5,Positif,2026-04-12 20:51:39
"aman, variatif, harga bagus, simple, cepat dlm pengiriman, mudah retur",aman variatif harga bagus simple cepat dlm pengiriman mudah retur,aman variatif harga bagus simple cepat dlm pengiriman mudah pengembalian barang,5,Positif,2026-04-12 20:48:34
semua produk soppee sangat berkualitas,semua produk soppee sangat berkualitas,semua produk soppee sangat berkualitas,5,Positif,2026-04-12 20:35:11
kk kenapa fitur toko saya tiba tiba hilang mohon bantuan yah,kk kenapa fitur toko saya tiba tiba hilang mohon bantuan yah,kk kenapa fitur toko saya tiba tiba hilang mohon bantuan yah,5,Positif,2026-04-12 20:30:12
Terima kasih dengan shopee aku berbelanja sangat nyaman Good luck,terima kasih dengan shopee aku berbelanja sangat nyaman good luck,terima kasih dengan shopee aku berbelanja sangat nyaman good luck,4,Positif,2026-04-12 20:23:59
jos jis,jos jis,bagus/mantap jis,5,Positif,2026-04-12 20:17:39
ini yang bermasalah sebenarnya sintem kenerja kali yaa paket di transit sampe 2 hari lebih tidak ada di tempat sortir . makin punya jasa kirim sendiri malah makin lama pengiriman nya,ini yang bermasalah sebenarnya sintem kenerja kali yaa paket di transit sampe hari lebih tidak ada di tempat sortir makin punya jasa kirim sendiri malah makin lama pengiriman nya,ini yang bermasalah sebenarnya sintem kenerja kali yaa paket di transit sampe hari lebih tidak ada di tempat sortir makin punya jasa kirim sendiri malah makin lama pengiriman nya,1,Negatif,2026-04-12 20:12:01
mantul,mantul,mantap betul (sangat bagus),5,Positif,2026-04-12 19:41:20
baik,baik,baik,5,Positif,2026-04-12 19:33:51
"eh shopee,tolonglah iklan kalian di kurangi... saya masih enak' baca novel bisa'nya jadi ke buka shopee dikit' shopee... mana ongkir mahal lagi. hp lagi ga kesentuh buka shopee heran saya..",eh shopee tolonglah iklan kalian di kurangi saya masih enak baca novel bisa nya jadi ke buka shopee dikit shopee mana ongkir mahal lagi hp lagi ga kesentuh buka shopee heran saya,eh shopee tolonglah iklan kalian di kurangi saya masih enak baca novel bisa nya jadi ke buka shopee dikit shopee mana ongkos kirim mahal lagi hp lagi tidak kesentuh buka shopee heran saya,3,Netral,2026-04-12 19:33:36
Akun saya di gunakan orang yg tidak bertanggungjawab.,akun saya di gunakan orang yg tidak bertanggungjawab,akun saya di gunakan orang yg tidak bertanggungjawab,1,Negatif,2026-04-12 19:19:27
keren barang slalu ORI no tipu2,keren barang slalu ori no tipu,keren barang slalu ori no tipu,5,Positif,2026-04-12 19:07:21
bagus banyak gratis ongkir ny,bagus banyak gratis ongkir ny,bagus banyak gratis ongkos kirim ny,5,Positif,2026-04-12 18:59:04
baik,baik,baik,5,Positif,2026-04-12 18:57:01
saya suka blanja shopee mantaplah,saya suka blanja shopee mantaplah,saya suka blanja shopee mantaplah,5,Positif,2026-04-12 18:46:50
ok,ok,ok,5,Positif,2026-04-12 18:40:05
"Yang menarik dari Shopee, selalu gratis ongkir.",yang menarik dari shopee selalu gratis ongkir,yang menarik dari shopee selalu gratis ongkos kirim,5,Positif,2026-04-12 18:33:44
"mesen shopeffod lama amat ada bacaaan""kami sudah menerima pesenanmu""sampe kiamat pun gitu ya?",mesen shopeffod lama amat ada bacaaan kami sudah menerima pesenanmu sampe kiamat pun gitu ya,mesen shopeffod lama amat ada bacaaan kami sudah menerima pesenanmu sampe kiamat pun gitu ya,1,Negatif,2026-04-12 18:31:01
"alhamdulilah atas kerja samanya semuanya berbelanja semuanya bagus,,barangnya terimakasih beribu,,terimakasih semuanya",alhamdulilah atas kerja samanya semuanya berbelanja semuanya bagus barangnya terimakasih beribu terimakasih semuanya,alhamdulilah atas kerja samanya semuanya berbelanja semuanya bagus barangnya terimakasih beribu terimakasih semuanya,5,Positif,2026-04-12 18:28:23
aplikasi ini udah keren banget sih cuma kenapa kok ngak ada rokok elektrik lagi,aplikasi ini udah keren banget sih cuma kenapa kok ngak ada rokok elektrik lagi,aplikasi ini sudah keren banget partikel penegas cuma kenapa kok ngak ada rokok elektrik lagi,5,Positif,2026-04-12 18:26:54
"untuk toko nya sih udah bagus banget,perencanaan nya sesuai prosedur. tapi sangat disayangkan ketika saya mau beli item disatujuan toko lagi kosong ,terus lihat ditoko lain kenapa item yg saya inginkan pada kosong semua...seakan akan seratus toko yg saya kunjungi cuma ada satu toko apa ya. pada kompak",untuk toko nya sih udah bagus banget perencanaan nya sesuai prosedur tapi sangat disayangkan ketika saya mau beli item disatujuan toko lagi kosong terus lihat ditoko lain kenapa item yg saya inginkan pada kosong semua seakan akan seratus toko yg saya kunjungi cuma ada satu toko apa ya pada kompak,untuk toko nya partikel penegas sudah bagus banget perencanaan nya sesuai prosedur tapi sangat disayangkan ketika saya mau beli item disatujuan toko lagi kosong terus lihat ditoko lain kenapa item yg saya inginkan pada kosong semua seakan akan seratus toko yg saya kunjungi cuma ada satu toko apa ya pada kompak,3,Netral,2026-04-12 18:24:29
sangat puas,sangat puas,sangat puas,5,Positif,2026-04-12 18:14:07
ok,ok,ok,5,Positif,2026-04-12 18:11:59
Good,good,good,5,Positif,2026-04-12 18:05:26
sangat membantu sekali 🤣,sangat membantu sekali,sangat membantu sekali,5,Positif,2026-04-12 17:57:12
kami puas dengan shopee,kami puas dengan shopee,kami puas dengan shopee,5,Positif,2026-04-12 17:56:05
app belanja onlone no 1 menurutku sangat lengkap dan sangat mudah dipakai karna sekarang di shopee semua ada,app belanja onlone no menurutku sangat lengkap dan sangat mudah dipakai karna sekarang di shopee semua ada,app belanja onlone no menurutku sangat lengkap dan sangat mudah dipakai karena sekarang di shopee semua ada,5,Positif,2026-04-12 17:54:38
"Kecewa sihh gw, padahal baru pertama kli nyoba pake aplikasi ini eh dah gabener pengantaran nya, gw naruh alamat dah sedetail-detailnya kok bisa bisa nya paketnya nyampe semarang, katanya paket diantar sesuai lokasi tapi kok gini yaa? gw gatau sih apakah ini salah kurir nya apa gimana tpi dari rumah gw kekota semarang itu jauh bgt, kok bisa-bisanya salah alamat, padahal udh pake voucher khusus pengguna baru tpi malah hangus sia sia paketnya ga nyampe rumah, tolong lh diperbaiki masalah kecil in",kecewa sihh gw padahal baru pertama kli nyoba pake aplikasi ini eh dah gabener pengantaran nya gw naruh alamat dah sedetail detailnya kok bisa bisa nya paketnya nyampe semarang katanya paket diantar sesuai lokasi tapi kok gini yaa gw gatau sih apakah ini salah kurir nya apa gimana tpi dari rumah gw kekota semarang itu jauh bgt kok bisa bisanya salah alamat padahal udh pake voucher khusus pengguna baru tpi malah hangus sia sia paketnya ga nyampe rumah tolong lh diperbaiki masalah kecil in,kecewa sihh gw padahal baru pertama kli nyoba pake aplikasi ini eh sudah gabener pengantaran nya gw naruh alamat sudah sedetail detailnya kok bisa bisa nya paketnya nyampe semarang katanya paket diantar sesuai lokasi tapi kok gini yaa gw gatau partikel penegas apakah ini salah kurir nya apa gimana tapi dari rumah gw kekota semarang itu jauh banget kok bisa bisanya salah alamat padahal sudah pake kupon diskon khusus pengguna baru tapi malah hangus sia sia paketnya tidak nyampe rumah tolong lh diperbaiki masalah kecil in,1,Negatif,2026-04-12 17:52:23
Sangat Bagus Dan Mempermudah Jual Beli Online,sangat bagus dan mempermudah jual beli online,sangat bagus dan mempermudah jual beli online,5,Positif,2026-04-12 17:51:49
good Aplikasi,good aplikasi,good aplikasi,5,Positif,2026-04-12 17:48:47
kecewa bgt sama apk ini maen batalin sepihak,kecewa bgt sama apk ini maen batalin sepihak,kecewa banget sama apk ini maen batalin sepihak,1,Negatif,2026-04-12 17:48:07
aplikasi bagus oke deh sehat selalu buat seluruh kurir yang menjalankan tugas semoga rezeki buat kurir semakin lancar amiin,aplikasi bagus oke deh sehat selalu buat seluruh kurir yang menjalankan tugas semoga rezeki buat kurir semakin lancar amiin,aplikasi bagus oke partikel penegas sehat selalu untuk seluruh kurir yang menjalankan tugas semoga rezeki untuk kurir semakin lancar amiin,5,Positif,2026-04-12 17:44:32
Oke,oke,oke,5,Positif,2026-04-12 17:43:42
shopee membohongi ku dia ingkar janji 1jt koin malah aku dapat 80 koin dan itu dia ingkar janji dengan menanamkan tanaman 1jt koin aku rawat sampai sudah di panen bukannya dapat 1 JT koin malah 80 koin. kan disitu sudah tertulis kalo sudah bisa di panen nanti dapat 1 jt,shopee membohongi ku dia ingkar janji jt koin malah aku dapat koin dan itu dia ingkar janji dengan menanamkan tanaman jt koin aku rawat sampai sudah di panen bukannya dapat jt koin malah koin kan disitu sudah tertulis kalo sudah bisa di panen nanti dapat jt,shopee membohongi ku dia ingkar janji jt koin malah aku dapat koin dan itu dia ingkar janji dengan menanamkan tanaman jt koin aku rawat sampai sudah di panen bukannya dapat jt koin malah koin kan disitu sudah tertulis kalau sudah bisa di panen nanti dapat jt,5,Positif,2026-04-12 17:42:57
"exspedisi sangat buruk,langganan stuck!!! banyak toko abal2 berkeliaran di biarkan,MALES belanja di supil!!!!",exspedisi sangat buruk langganan stuck banyak toko abal berkeliaran di biarkan males belanja di supil,exspedisi sangat buruk langganan stuck banyak toko abal berkeliaran di biarkan males belanja di supil,1,Negatif,2026-04-12 17:41:56
harganya motor,harganya motor,harganya motor,5,Positif,2026-04-12 17:37:16
"gk jls,di bilang lupa pw malah di suruh masukkan pw lama,udah tekan lupa sandi masih juga di suruh masukkan pw lama sebelum ganti pw,shopee gak pernah beres tlol",gk jls di bilang lupa pw malah di suruh masukkan pw lama udah tekan lupa sandi masih juga di suruh masukkan pw lama sebelum ganti pw shopee gak pernah beres tlol,tidak jls di bilang lupa pw malah di suruh masukkan pw lama sudah tekan lupa sandi masih juga di suruh masukkan pw lama sebelum ganti pw shopee tidak pernah beres tlol,1,Negatif,2026-04-12 17:35:56
"sering kli paket di tunda"" pengirimannya, dengan alasan nomor tidak dapat di hubungi, pembeli tidak berada di tempat entah karna kurirnya sibuk ataupun malas mengantar karna cuaca panas jdi kurir takut hitam dan buluk. Sudah males belanja di apk ini",sering kli paket di tunda pengirimannya dengan alasan nomor tidak dapat di hubungi pembeli tidak berada di tempat entah karna kurirnya sibuk ataupun malas mengantar karna cuaca panas jdi kurir takut hitam dan buluk sudah males belanja di apk ini,sering kli paket di tunda pengirimannya dengan alasan nomor tidak dapat di hubungi pembeli tidak berada di tempat entah karena kurirnya sibuk ataupun malas mengantar karena cuaca panas jdi kurir takut hitam dan buluk sudah males belanja di apk ini,1,Negatif,2026-04-12 17:35:32
"pesanan selalu dikirim yg baik2, mudah2an untuk selanjutnya demikian",pesanan selalu dikirim yg baik mudah an untuk selanjutnya demikian,pesanan selalu dikirim yg baik mudah an untuk selanjutnya demikian,5,Positif,2026-04-12 17:28:48
